url_length,domain_length,num_digits,num_dots,num_hyphens,has_https,num_subdirs,num_query_params,contains_login,contains_secure,contains_account,contains_update,contains_verify,label
35,22,8,3,0,1,1,0,0,0,0,0,0,0
28,15,5,2,0,1,1,0,0,0,0,0,0,0
37,14,12,2,0,1,3,0,0,0,0,0,0,0
32,19,7,3,0,1,1,0,0,0,0,0,0,1
30,22,5,3,0,1,0,0,0,0,0,0,0,1
46,23,17,3,0,1,3,0,0,0,0,0,0,1
37,15,11,2,0,1,3,0,1,0,0,0,0,1
28,15,6,2,0,1,1,0,0,0,0,0,0,1
52,22,18,3,0,1,3,1,0,1,0,0,0,1
46,16,16,2,0,1,3,1,0,0,0,0,0,1
47,19,16,3,0,1,4,0,0,0,0,0,0,1
27,19,3,2,0,1,0,0,0,0,0,0,0,0
35,17,9,3,0,1,2,0,0,0,0,0,0,0
40,15,13,2,0,1,2,1,1,0,0,0,0,0
29,21,4,3,0,1,0,0,0,0,0,0,0,1
40,13,14,2,0,1,4,0,0,0,0,0,0,0
37,23,9,3,0,0,0,1,0,0,1,0,0,1
42,23,11,3,0,1,1,1,0,0,0,0,0,0
33,22,6,3,0,1,1,0,0,0,0,0,0,0
45,21,14,3,0,1,2,1,0,0,0,0,0,0
41,23,10,3,0,1,2,0,0,0,0,0,0,0
44,21,13,3,0,1,3,0,0,0,0,0,0,1
43,15,15,2,0,1,4,0,1,0,0,0,0,1
41,22,12,3,0,0,1,1,0,0,0,0,0,0
41,16,13,2,0,1,2,1,0,1,0,0,0,0
54,21,20,3,0,0,4,1,0,0,0,0,0,0
37,20,11,3,0,0,2,0,0,0,0,0,0,0
30,22,4,3,0,1,0,0,0,0,1,0,0,1
42,24,11,3,0,0,1,1,0,0,1,0,0,1
28,20,5,3,0,1,0,0,0,0,0,0,0,1
40,18,14,2,0,1,3,0,0,0,0,0,0,0
33,14,10,2,0,0,1,1,0,0,0,0,0,0
26,13,6,2,0,1,1,0,0,0,0,0,0,0
50,15,19,2,0,1,4,1,1,0,0,0,0,0
35,20,9,3,0,1,0,1,0,0,0,0,0,1
40,23,11,3,0,0,2,0,0,0,0,0,0,0
32,24,8,3,0,1,0,0,0,0,0,0,0,0
42,20,13,3,0,1,3,0,0,0,0,0,0,1
27,19,5,3,0,1,0,0,0,0,0,0,0,1
40,18,12,2,0,0,3,0,0,0,0,0,0,0
27,19,5,3,0,1,0,0,0,0,0,0,0,1
45,15,16,2,0,1,3,1,0,0,0,0,0,1
33,16,8,2,0,1,2,0,0,0,0,0,0,1
43,21,14,3,0,0,3,0,0,0,0,0,0,1
42,20,13,3,0,1,3,0,0,0,0,0,0,0
29,16,6,2,0,1,1,0,0,0,0,0,0,0
36,18,8,2,0,1,2,0,0,0,0,0,0,1
40,15,13,2,0,1,2,1,1,0,0,0,0,0
29,21,4,3,0,1,0,0,0,0,0,0,0,1
47,19,15,2,0,0,3,1,0,0,0,0,0,1
37,22,9,3,0,1,0,1,0,0,0,1,0,0
55,21,20,3,0,0,4,1,0,0,0,1,0,0
46,19,15,3,0,0,4,0,1,0,0,0,0,1
40,22,10,3,0,1,2,0,0,0,0,0,0,0
30,22,5,3,0,1,0,0,0,0,0,0,0,1
53,23,21,3,0,1,3,1,0,0,0,0,0,1
40,15,12,2,0,1,2,1,0,1,0,0,0,1
51,23,17,3,0,1,4,0,0,1,0,0,0,1
39,14,13,2,0,1,2,1,0,0,0,0,0,0
49,14,19,2,0,1,4,1,0,0,0,0,0,0
27,14,6,2,0,1,1,0,0,0,0,0,0,1
29,16,6,2,0,1,1,0,0,0,0,0,0,1
45,17,15,3,0,1,4,0,0,0,0,0,0,0
33,15,9,2,0,1,2,0,1,0,0,0,0,1
42,14,15,2,0,1,4,0,0,0,0,0,0,0
45,20,15,3,0,1,2,1,0,0,0,0,0,1
48,18,16,2,0,1,3,1,0,0,0,0,0,1
44,21,13,3,0,1,3,0,0,1,0,0,0,1
44,17,15,2,0,0,4,0,0,1,0,0,0,1
36,14,11,2,0,1,3,0,0,0,0,0,0,0
40,22,11,3,0,1,2,0,0,0,0,0,0,0
37,24,7,3,0,1,1,0,0,0,0,0,0,0
32,19,8,3,0,1,1,0,0,0,0,0,0,1
48,19,16,2,0,0,3,1,0,0,0,0,0,0
57,22,20,3,0,1,4,1,0,0,0,0,0,0
33,25,5,3,0,1,0,0,0,0,0,0,0,0
42,20,12,3,0,0,3,0,0,0,0,0,0,1
44,16,15,2,0,1,4,0,0,0,0,0,0,0
51,22,17,3,0,1,3,1,0,1,0,0,0,1
27,13,7,2,0,0,0,1,0,0,0,0,0,1
39,24,9,3,0,1,0,1,0,0,0,0,0,1
54,19,21,3,0,1,4,1,0,0,0,0,0,1
34,21,8,3,0,1,1,0,1,0,0,0,0,1
37,19,10,3,0,1,2,0,0,0,0,0,0,1
51,16,19,2,0,1,4,1,0,0,0,0,0,0
48,24,15,3,0,0,2,1,0,0,0,0,0,1
29,14,7,2,0,1,0,1,0,0,0,0,0,0
55,20,21,3,0,1,4,1,0,0,0,0,0,0
56,22,22,3,0,1,4,1,0,0,0,0,0,1
38,20,11,3,0,1,2,0,0,0,0,0,0,1
37,19,11,3,0,1,2,0,0,0,0,0,0,1
57,22,21,3,0,1,4,1,0,0,0,1,0,0
45,21,14,3,0,1,2,1,1,0,0,0,0,1
36,16,10,2,0,1,1,1,0,0,0,0,0,1
42,24,11,3,0,1,2,0,0,0,0,0,0,0
35,20,9,3,0,1,0,1,0,0,0,0,0,1
50,22,16,3,0,1,3,1,0,0,0,0,0,1
26,13,4,2,0,1,0,1,0,0,0,0,0,0
32,20,7,3,0,1,1,0,0,0,0,0,0,1
52,22,18,3,0,1,3,1,0,0,0,0,0,1
45,22,13,3,0,1,3,0,0,0,1,0,0,1
24,16,3,2,0,1,0,0,0,1,0,0,0,1
42,22,11,3,0,1,1,1,0,0,0,0,0,0
46,26,12,3,0,1,1,1,0,0,0,0,0,0
32,14,9,2,0,1,2,0,0,0,0,0,0,1
39,21,11,3,0,1,2,0,0,0,0,0,0,0
42,20,13,3,0,1,3,0,0,0,0,0,0,1
49,14,19,2,0,1,4,1,0,0,0,0,0,0
46,23,17,3,0,1,3,0,0,0,0,0,0,1
50,16,18,2,0,1,4,1,0,0,0,1,0,1
37,20,11,3,0,0,2,0,0,0,0,0,0,1
45,21,12,3,0,1,2,1,0,0,0,0,0,1
21,13,3,2,0,1,0,0,0,0,0,0,0,1
46,13,18,2,0,0,4,1,0,0,0,0,0,0
38,20,11,3,0,1,2,0,0,0,0,0,0,0
47,18,15,2,0,1,3,1,0,0,0,0,0,0
47,20,16,3,0,0,3,1,0,0,0,0,0,0
40,16,11,2,0,1,2,1,0,0,0,0,0,1
28,20,5,3,0,1,0,0,0,0,0,0,0,1
47,25,14,3,0,0,3,0,0,0,0,0,0,0
31,16,7,2,0,1,0,1,1,0,0,0,0,1
47,20,15,3,0,1,4,0,0,0,0,0,0,0
28,15,6,2,0,1,1,0,0,0,0,0,0,0
42,14,14,2,0,1,3,1,0,0,0,0,0,0
46,25,12,3,0,1,3,0,0,0,0,0,0,1
38,18,11,3,0,1,1,1,0,0,0,0,0,1
50,22,17,3,0,1,4,0,0,0,0,0,0,1
52,22,18,3,0,1,3,1,0,0,0,0,0,1
46,21,15,3,0,1,2,1,1,0,0,0,0,0
47,14,18,2,0,0,4,1,0,0,0,0,0,1
35,17,8,2,0,1,2,0,0,0,0,0,0,0
51,22,17,3,0,1,3,1,0,0,0,0,0,0
45,25,12,3,0,1,1,1,0,0,0,0,0,1
32,20,8,3,0,0,1,0,0,0,0,0,0,0
37,23,8,3,0,1,0,1,0,0,1,0,0,1
40,18,13,3,0,0,3,0,0,0,0,0,0,0
48,23,15,3,0,1,2,1,0,0,1,0,0,0
52,17,19,2,0,1,4,1,0,0,1,0,0,1
35,20,9,3,0,1,0,1,0,0,0,0,0,1
31,13,9,2,0,1,2,0,0,0,0,0,0,1
45,17,18,2,0,1,4,0,0,0,0,0,0,1
33,14,10,2,0,0,1,1,0,0,0,0,0,1
57,22,20,3,0,1,4,1,0,0,0,0,0,1
57,22,21,3,0,1,4,1,0,0,0,0,0,1
41,18,12,3,0,1,3,0,0,0,0,0,0,1
35,17,9,2,0,1,2,0,0,0,1,0,0,1
47,19,17,3,0,1,4,0,0,0,0,0,0,0
29,16,6,2,0,1,1,0,0,1,0,0,0,0
55,20,21,3,0,1,4,1,0,0,0,0,0,1
43,21,14,3,0,0,3,0,1,0,0,0,0,1
39,21,10,3,0,1,2,0,0,0,0,0,0,1
39,19,10,2,0,1,1,1,0,0,0,0,0,1
54,19,21,3,0,1,4,1,0,0,0,0,0,0
39,16,12,2,0,1,3,0,0,0,0,0,0,0
38,16,11,2,0,0,2,1,0,0,0,1,0,0
27,19,3,2,0,1,0,0,0,0,0,0,0,0
28,13,7,2,0,1,0,1,0,0,0,0,0,1
48,13,19,2,0,1,4,1,0,0,0,0,0,0
34,19,7,2,0,1,0,1,0,0,0,0,0,0
42,22,12,3,0,1,1,1,0,0,0,0,0,0
38,15,12,2,0,1,3,0,0,0,0,0,0,1
34,16,9,2,0,1,2,0,0,0,0,0,0,1
50,22,17,3,0,0,3,1,0,0,0,0,0,1
35,20,9,3,0,1,0,1,0,0,0,0,0,0
33,15,8,2,0,1,2,0,0,1,0,0,0,0
36,22,9,3,0,0,0,1,0,0,0,0,0,1
35,18,9,3,0,1,2,0,0,0,0,0,0,0
48,20,17,3,0,1,4,0,0,0,0,0,0,1
41,13,15,2,0,1,4,0,0,0,0,0,0,1
34,14,10,2,0,1,1,1,0,0,0,0,0,0
24,16,3,2,0,1,0,0,0,0,0,0,0,0
42,20,13,3,0,1,3,0,0,0,0,0,0,1
37,19,9,2,0,1,2,0,0,0,0,0,0,1
37,23,8,3,0,0,0,1,0,0,0,0,0,1
44,25,11,3,0,1,1,1,0,0,0,0,0,1
50,20,18,3,0,1,3,1,0,0,0,0,0,0
33,16,9,2,0,0,2,0,0,0,0,1,0,1
28,15,6,2,0,1,1,0,0,0,0,0,0,1
43,21,12,3,0,1,3,0,0,0,0,0,0,0
29,16,6,2,0,1,1,0,0,0,0,0,0,1
56,22,20,3,0,1,4,1,0,0,0,0,0,1
37,14,12,2,0,0,2,1,0,0,0,0,0,1
39,16,12,2,0,1,3,0,0,0,0,0,0,1
26,13,6,2,0,1,1,0,0,0,0,0,0,1
46,17,19,2,0,0,3,1,0,0,0,0,0,1
42,20,13,3,0,1,3,0,0,0,0,0,0,0
53,20,20,3,0,0,4,1,0,0,0,0,0,0
54,19,21,3,0,1,4,1,0,0,0,0,0,1
31,16,7,2,0,1,0,1,0,1,0,0,0,0
35,17,12,2,0,1,2,0,0,0,0,0,0,1
29,21,5,3,0,1,0,0,0,0,0,0,0,0
42,19,11,2,0,1,2,1,0,0,0,0,0,1
33,20,8,3,0,1,1,0,0,0,0,0,0,1
31,13,9,2,0,0,1,1,0,0,0,0,0,0
42,17,13,2,0,1,2,1,0,0,0,1,0,1
42,19,14,3,0,1,3,0,0,0,0,0,0,1
48,20,17,3,0,1,4,0,0,0,0,0,0,0
45,22,14,3,0,1,3,0,0,0,0,1,0,0
45,17,15,2,0,1,4,0,0,0,0,1,0,0
46,22,15,3,0,0,2,1,0,0,0,0,0,1
35,20,9,3,0,1,0,1,0,0,0,0,0,0
24,17,3,2,0,0,0,0,0,0,0,0,0,0
33,16,9,2,0,0,2,0,0,1,0,0,0,0
49,15,18,2,0,1,4,1,1,0,0,0,0,1
28,20,5,3,0,1,0,0,0,0,0,0,0,0
37,22,9,3,0,1,0,1,0,0,0,1,0,1
44,19,15,3,0,1,2,1,0,0,0,0,0,0
49,16,17,2,0,1,4,1,0,0,0,0,0,1
54,19,21,3,0,1,4,1,0,0,0,0,0,1
45,17,15,2,0,1,4,0,0,0,0,1,0,1
49,15,18,2,0,1,4,1,1,0,0,0,0,1
42,22,12,3,0,1,1,1,0,0,0,0,0,1
48,23,15,3,0,1,2,1,0,0,1,0,0,1
22,14,3,2,0,1,0,0,0,0,0,0,0,0
37,18,12,2,0,1,1,1,0,0,0,0,0,0
35,13,10,2,0,1,2,1,0,0,0,0,0,1
37,19,11,3,0,1,2,0,0,0,0,0,0,1
35,22,8,3,0,1,1,0,0,1,0,0,0,0
47,22,15,3,0,1,2,1,0,0,0,0,0,0
54,19,20,3,0,1,4,1,0,0,0,0,0,1
41,13,14,2,0,1,4,0,0,0,0,0,0,0
26,18,4,3,0,1,0,0,0,0,0,0,0,0
43,20,14,3,0,1,3,0,0,0,0,0,0,1
37,13,12,2,0,1,2,1,0,0,0,0,0,0
42,22,12,3,0,1,1,1,0,0,0,0,0,1
50,23,16,3,0,1,4,0,0,0,1,0,0,0
27,14,6,2,0,1,1,0,0,0,0,0,0,0
28,21,6,3,0,0,0,0,0,0,0,0,0,1
55,20,21,3,0,1,4,1,0,0,0,0,0,1
45,18,17,2,0,1,4,0,0,0,0,0,0,0
37,24,11,3,0,1,1,0,0,0,0,0,0,1
50,22,16,3,0,1,4,0,0,0,1,0,0,1
34,16,9,2,0,1,2,0,0,0,0,0,0,1
31,23,5,3,0,1,0,0,0,0,0,0,0,0
53,23,21,3,0,1,3,1,0,0,0,0,0,1
41,14,14,2,0,1,4,0,0,0,0,0,0,1
30,15,7,2,0,1,0,1,1,0,0,0,0,1
32,19,8,3,0,1,1,0,0,0,0,0,0,0
40,23,14,3,0,0,2,0,0,0,0,0,0,0
45,25,12,3,0,1,1,1,0,0,0,0,0,0
23,15,3,2,0,1,0,0,0,0,0,0,0,1
34,16,9,2,0,1,2,0,0,0,0,0,0,1
44,17,17,2,0,1,4,0,0,0,0,0,0,0
56,22,20,3,0,1,4,1,0,0,0,0,0,1
37,19,11,3,0,1,2,0,0,0,0,0,0,0
45,21,15,3,0,0,2,1,0,0,0,0,0,1
31,23,5,3,0,1,0,0,0,0,0,1,0,0
48,23,15,3,0,1,2,1,0,0,0,1,0,1
34,22,10,3,0,0,1,0,0,0,0,0,0,0
32,14,9,2,0,1,2,0,0,0,0,0,0,0
33,18,7,2,0,1,0,1,0,0,0,0,0,1
51,24,17,3,0,0,4,0,0,0,0,0,0,1
45,22,14,3,0,1,3,0,0,0,0,0,0,0
37,14,12,2,0,1,3,0,0,0,0,0,0,1
34,20,8,3,0,1,0,1,0,0,0,0,0,1
37,16,11,2,0,0,3,0,0,0,0,1,0,1
45,16,15,2,0,1,3,1,0,0,0,0,0,0
46,18,14,2,0,1,4,0,0,0,0,0,0,1
46,21,15,3,0,1,2,1,0,0,0,0,0,0
46,18,15,2,0,1,4,0,0,0,0,0,0,1
47,19,17,3,0,1,4,0,0,0,0,0,0,1
31,23,4,3,0,1,0,0,0,0,0,0,0,0
32,17,10,2,0,1,0,1,0,0,0,0,0,0
36,18,9,2,0,1,2,0,0,0,0,0,0,0
42,19,14,3,0,1,3,0,0,0,0,0,0,1
37,14,12,2,0,1,3,0,0,0,0,0,0,1
41,16,13,2,0,1,2,1,0,0,0,1,0,1
52,22,18,3,0,1,3,1,0,0,0,0,0,1
27,19,5,3,0,1,0,0,0,0,0,0,0,0
39,21,11,3,0,0,1,1,1,0,0,0,0,1
33,15,9,2,0,0,1,1,1,0,0,0,0,0
45,21,15,3,0,0,2,1,0,0,0,0,0,1
51,24,16,3,0,0,3,1,0,0,0,0,0,0
49,22,17,3,0,0,4,0,0,1,0,0,0,0
57,22,21,3,0,1,4,1,0,0,0,0,0,0
51,16,19,2,0,1,4,1,0,0,0,0,0,0
36,13,12,2,0,1,3,0,0,0,0,0,0,0
35,23,8,3,0,0,1,0,0,0,0,0,0,0
47,22,15,3,0,1,2,1,0,0,0,0,0,0
50,24,16,3,0,0,4,0,0,0,0,0,0,1
51,16,19,2,0,1,4,1,1,0,0,0,0,0
39,15,12,2,0,1,2,1,1,0,0,0,0,1
34,17,9,2,0,0,2,0,0,0,1,0,0,0
37,13,12,2,0,1,2,1,0,0,0,0,0,1
49,19,16,2,0,1,3,1,0,0,0,0,0,0
42,24,11,3,0,1,2,0,0,0,0,0,0,1
36,21,8,3,0,1,0,1,0,0,0,0,0,0
57,24,19,3,0,1,4,1,0,0,1,0,0,1
48,21,16,3,0,1,4,0,1,0,0,0,0,0
28,20,5,3,0,1,0,0,0,0,0,0,0,0
40,17,12,2,0,0,2,1,0,0,0,0,0,0
50,20,18,3,0,1,3,1,0,0,0,0,0,1
43,16,15,2,0,0,4,0,0,0,0,0,0,1
40,25,9,3,0,1,0,1,0,0,0,0,0,0
42,17,16,2,0,1,2,1,0,0,0,0,0,1
35,15,10,2,0,1,1,1,0,0,0,0,0,1
44,17,17,2,0,1,4,0,0,0,0,0,0,1
35,15,9,2,0,1,1,1,0,0,0,0,0,0
45,21,14,3,0,1,2,1,0,0,0,0,0,0
29,21,4,3,0,1,0,0,0,0,0,0,0,0
49,23,16,3,0,0,4,0,0,0,0,0,0,1
30,18,6,3,0,1,1,0,0,0,0,0,0,1
48,20,17,3,0,1,4,0,0,0,0,0,0,0
46,16,18,2,0,1,3,1,0,0,0,0,0,0
47,17,19,2,0,1,3,1,0,0,0,0,0,1
21,13,3,2,0,1,0,0,0,0,0,0,0,0
35,17,9,2,0,1,2,0,0,0,0,0,0,1
50,22,17,3,0,1,4,0,0,0,0,0,0,1
59,24,21,3,0,1,4,1,0,0,0,0,0,0
43,16,15,2,0,0,4,0,1,0,0,0,0,0
38,23,12,3,0,1,0,1,0,0,0,0,0,0
50,24,18,3,0,1,4,0,0,0,0,0,0,1
46,22,15,3,0,0,2,1,0,0,0,0,0,1
42,13,14,2,0,1,3,1,0,0,0,0,0,0
37,17,13,2,0,1,1,1,0,0,0,0,0,0
53,24,17,3,0,1,3,1,0,0,1,0,0,1
39,14,12,2,0,1,2,1,1,0,0,0,0,0
34,18,8,2,0,0,2,0,0,0,1,0,0,1
35,17,12,2,0,1,2,0,0,0,0,0,0,0
51,17,21,2,0,1,4,1,0,0,0,0,0,0
35,20,9,3,0,1,0,1,0,0,0,0,0,1
35,20,8,3,0,1,0,1,0,0,0,0,0,0
36,21,9,3,0,1,0,1,0,0,0,0,0,0
34,26,5,3,0,1,0,0,0,0,0,0,0,1
47,21,15,3,0,1,4,0,0,0,0,0,0,1
31,16,7,2,0,1,0,1,0,0,0,0,0,0
40,22,11,3,0,1,2,0,0,0,0,0,0,0
34,21,8,3,0,1,1,0,1,0,0,0,0,0
50,21,17,3,0,1,3,1,1,0,0,0,0,1
41,13,15,2,0,1,4,0,0,0,0,0,0,0
43,18,14,3,0,1,2,1,0,0,0,0,0,0
53,25,17,3,0,1,4,0,0,0,0,0,0,1
51,21,17,3,0,1,3,1,0,0,0,0,0,0
35,16,9,2,0,1,1,1,0,0,0,1,0,0
42,16,14,2,0,0,4,0,0,0,0,0,0,0
49,21,17,3,0,0,3,1,0,0,0,0,0,1
33,14,10,2,0,0,1,1,0,0,0,0,0,0
33,16,9,2,0,0,2,0,0,0,0,0,0,1
38,20,11,3,0,0,1,1,0,0,0,0,0,1
32,13,10,2,0,0,1,1,0,0,0,0,0,0
32,24,4,3,0,1,0,0,0,0,0,0,0,1
37,22,9,3,0,1,0,1,0,1,0,0,0,0
41,19,13,3,0,1,3,0,0,0,0,0,0,0
49,23,15,3,0,1,4,0,0,0,0,1,0,0
47,21,16,3,0,0,4,0,0,0,0,0,0,0
36,13,12,2,0,1,3,0,0,0,0,0,0,1
36,23,8,3,0,0,0,1,0,0,1,0,0,1
38,23,9,3,0,1,0,1,0,0,0,1,0,1
50,20,18,3,0,1,3,1,0,0,0,0,0,1
33,13,10,2,0,1,1,1,0,0,0,0,0,1
50,21,18,3,0,0,3,1,0,0,0,0,0,0
35,14,11,2,0,0,3,0,0,0,0,0,0,0
31,18,6,2,0,1,1,0,0,0,1,0,0,1
45,22,14,3,0,1,3,0,0,0,0,0,0,1
40,22,11,3,0,1,2,0,0,1,0,0,0,1
36,23,11,3,0,1,1,0,0,0,0,0,0,1
47,20,17,3,0,0,4,0,0,0,0,0,0,0
43,13,16,2,0,1,3,1,0,0,0,0,0,1
52,17,19,2,0,1,4,1,0,0,0,1,0,0
41,21,12,3,0,1,1,1,1,0,0,0,0,0
51,24,16,3,0,1,4,0,0,0,1,0,0,1
35,16,9,2,0,1,1,1,0,0,0,0,0,1
23,15,3,2,0,1,0,0,1,0,0,0,0,0
51,21,18,3,0,1,3,1,1,0,0,0,0,1
35,17,12,2,0,1,2,0,0,0,0,0,0,0
46,21,15,3,0,1,2,1,0,0,0,0,0,0
43,14,15,2,0,1,3,1,0,0,0,0,0,0
24,16,3,2,0,1,0,0,0,0,0,0,0,1
55,21,18,3,0,1,4,1,0,0,1,0,0,0
43,20,14,3,0,1,3,0,0,0,0,0,0,0
24,16,3,2,0,1,0,0,0,0,0,0,0,0
39,16,12,2,0,1,3,0,0,0,0,0,0,0
44,23,15,3,0,1,3,0,0,0,0,0,0,0
40,21,12,3,0,0,1,1,0,0,0,0,0,1
53,23,18,3,0,1,3,1,0,0,1,0,0,0
31,16,7,2,0,1,0,1,0,1,0,0,0,0
25,17,3,2,0,1,0,0,0,0,0,1,0,0
32,20,8,3,0,0,1,0,0,0,0,0,0,0
44,20,13,2,0,0,2,1,0,0,0,0,0,0
48,19,18,3,0,0,3,1,0,0,0,0,0,1
53,25,17,3,0,1,4,0,0,0,0,0,0,1
43,25,11,3,0,1,2,0,0,0,0,0,0,1
50,22,17,3,0,1,4,0,0,1,0,0,0,0
26,13,5,2,0,1,1,0,0,0,0,0,0,1
37,20,9,2,0,0,2,0,0,0,0,0,0,0
49,15,19,2,0,0,4,1,0,0,0,0,0,0
46,23,17,3,0,1,3,0,0,0,0,0,0,1
40,24,10,3,0,0,2,0,0,0,0,0,0,0
44,16,15,2,0,1,4,0,0,0,0,0,0,1
38,19,10,2,0,0,1,1,0,0,0,0,0,1
47,22,17,3,0,1,2,1,0,0,0,0,0,1
39,21,11,3,0,1,2,0,1,0,0,0,0,1
42,20,14,3,0,0,3,0,0,0,0,0,0,0
43,18,13,2,0,1,2,1,0,0,0,0,0,0
36,23,8,3,0,1,1,0,0,0,1,0,0,0
37,22,9,3,0,1,0,1,0,0,0,0,0,1
56,22,20,3,0,1,4,1,0,0,0,0,0,1
24,16,3,2,0,1,0,0,0,0,0,1,0,0
32,14,9,2,0,1,2,0,0,0,0,0,0,0
39,21,11,3,0,1,2,0,0,0,0,0,0,1
45,22,14,3,0,0,2,1,0,0,0,0,0,1
39,20,11,3,0,1,1,1,0,0,0,0,0,0
42,24,14,3,0,1,2,0,0,0,0,0,0,0
46,16,18,2,0,1,3,1,0,0,0,0,0,1
41,17,12,2,0,1,2,1,0,1,0,0,0,0
53,24,17,3,0,1,3,1,0,0,1,0,0,1
38,20,11,3,0,1,2,0,0,0,0,0,0,1
37,24,11,3,0,1,1,0,0,0,0,0,0,0
34,19,8,3,0,1,0,1,0,0,0,0,0,0
30,22,4,3,0,1,0,0,0,0,1,0,0,0
41,20,13,3,0,0,3,0,0,0,0,0,0,0
32,14,9,2,0,1,2,0,0,0,0,0,0,0
35,14,10,2,0,1,3,0,0,0,0,0,0,0
38,20,11,3,0,1,2,0,0,0,0,0,0,0
44,21,14,3,0,1,2,1,0,0,0,0,0,0
49,14,17,2,0,1,4,1,0,0,0,0,0,1
33,19,9,3,0,0,0,1,0,0,0,0,0,0
38,16,11,2,0,1,3,0,0,0,0,1,0,0
35,20,7,3,0,1,0,1,0,0,0,0,0,0
30,22,5,3,0,1,0,0,0,0,0,0,0,1
21,13,3,2,0,1,0,0,0,0,0,0,0,1
47,22,17,3,0,1,2,1,0,0,0,0,0,0
37,15,11,2,0,1,3,0,1,0,0,0,0,1
43,16,15,2,0,0,4,0,0,1,0,0,0,1
35,17,8,2,0,1,1,1,0,0,1,0,0,1
35,17,12,2,0,1,2,0,0,0,0,0,0,1
48,23,18,3,0,1,2,1,0,0,0,0,0,0
28,20,5,3,0,1,0,0,0,0,0,0,0,1
45,22,12,3,0,1,3,0,0,0,0,0,0,0
48,18,16,2,0,1,3,1,0,0,0,0,0,0
39,16,12,2,0,1,3,0,0,0,0,0,0,0
41,14,14,2,0,1,4,0,0,0,0,0,0,0
56,22,20,3,0,1,4,1,0,0,0,0,0,1
37,19,10,3,0,1,2,0,0,0,0,0,0,0
44,18,14,2,0,0,4,0,0,0,0,0,0,0
55,21,20,3,0,1,4,1,1,0,0,0,0,1
37,17,13,2,0,1,1,1,0,0,0,0,0,1
38,23,9,3,0,1,0,1,0,0,1,0,0,1
45,22,14,3,0,1,3,0,0,0,0,0,0,0
35,22,8,3,0,1,1,0,0,0,0,0,0,0
31,16,7,2,0,1,0,1,0,0,0,1,0,1
29,22,5,3,0,0,0,0,0,0,0,0,0,0
38,23,11,3,0,1,0,1,0,0,0,0,0,0
37,22,9,3,0,1,0,1,0,1,0,0,0,1
52,23,17,3,0,1,3,1,0,0,1,0,0,1
29,16,6,2,0,1,1,0,0,0,0,1,0,0
45,15,16,2,0,1,3,1,1,0,0,0,0,1
42,20,13,3,0,1,3,0,0,0,0,0,0,0
48,14,19,2,0,0,4,1,0,0,0,0,0,1
48,21,16,3,0,0,4,0,0,1,0,0,0,0
49,22,17,3,0,0,4,0,0,0,0,0,0,0
41,23,14,3,0,1,2,0,0,0,0,0,0,0
52,23,18,3,0,0,3,1,0,0,1,0,0,0
35,21,7,3,0,1,0,1,0,0,0,0,0,0
43,23,15,3,0,1,1,1,0,0,0,0,0,0
29,15,6,2,0,0,0,1,0,0,0,0,0,1
28,14,7,2,0,0,0,1,0,0,0,0,0,1
28,14,6,2,0,0,0,1,1,0,0,0,0,0
57,22,21,3,0,1,4,1,0,0,0,1,0,1
59,24,21,3,0,1,4,1,0,0,0,0,0,0
36,16,10,2,0,1,1,1,0,0,0,1,0,1
34,16,9,2,0,1,2,0,0,0,0,0,0,0
36,23,7,3,0,1,1,0,0,0,0,0,0,0
41,23,11,3,0,1,2,0,0,0,1,0,0,0
51,16,19,2,0,1,4,1,0,0,0,0,0,1
42,19,14,3,0,1,3,0,0,0,0,0,0,0
38,13,13,2,0,1,2,1,0,0,0,0,0,0
47,22,15,3,0,1,2,1,0,0,0,1,0,1
23,15,3,2,0,1,0,0,0,0,0,0,0,0
53,19,20,3,0,1,4,1,0,0,0,0,0,1
50,22,17,3,0,1,4,0,0,0,0,0,0,1
39,19,11,3,0,1,1,1,0,0,0,0,0,0
43,22,12,3,0,1,3,0,0,0,0,0,0,1
41,23,14,3,0,1,2,0,0,0,0,0,0,0
42,16,13,2,0,1,4,0,0,0,0,0,0,0
49,19,18,3,0,1,3,1,0,0,0,0,0,1
43,24,11,3,0,1,1,1,0,0,0,0,0,1
43,20,13,3,0,1,3,0,0,0,0,0,0,1
42,20,13,3,0,1,3,0,0,0,0,0,0,0
46,17,15,2,0,1,3,1,0,0,1,0,0,0
41,23,11,3,0,1,2,0,0,0,0,0,0,0
45,25,12,3,0,1,1,1,0,0,0,0,0,1
38,15,12,2,0,1,3,0,0,0,0,0,0,1
37,23,8,3,0,1,0,1,0,0,1,0,0,1
37,23,9,3,0,0,0,1,0,1,0,0,0,1
42,15,14,2,0,0,4,0,0,0,0,0,0,0
26,13,6,2,0,1,1,0,0,0,0,0,0,0
33,20,8,3,0,1,1,0,0,0,0,0,0,1
34,21,8,3,0,1,1,0,0,0,0,0,0,1
43,21,12,3,0,1,3,0,0,0,0,0,0,1
33,18,8,3,0,1,0,1,0,0,0,0,0,0
39,24,9,3,0,1,0,1,0,0,1,0,0,0
32,24,8,3,0,1,0,0,0,0,0,0,0,1
37,23,12,3,0,0,0,1,0,0,0,0,0,0
55,21,20,3,0,1,4,1,1,0,0,0,0,0
41,13,14,2,0,1,4,0,0,0,0,0,0,0
39,22,10,3,0,1,2,0,0,0,0,0,0,1
