Result,Links_in_tags,SSLfinal_State,double_slash_redirecting,age_of_domain,Page_Rank,Favicon,HTTPS_token,Domain_registeration_length,having_At_Symbol,Prefix_Suffix,RightClick,DNSRecord,Abnormal_URL,on_mouseover,URL_of_Anchor,Links_pointing_to_page,Submitting_to_email,Statistical_report,popUpWidnow,web_traffic,Shortining_Service,port,Iframe,having_Sub_Domain,Request_URL,Redirect,SFH,Google_Index
1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,1,1,1,-1,1
1,1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,-1,0,-1,1
1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,-1,1
-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,-1,0,-1,1
1,0,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,0,-1,1
-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,0,-1,1
-1,-1,0,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,0,1,1,1,-1,-1,1,1,0,-1,0,-1,-1
-1,0,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,1,0,-1,1
1,0,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,-1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,1
-1,1,0,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,-1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,-1,1,1,1,0,-1,0,-1,1
-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,0,1,-1,-1,-1,-1,0,-1,1
1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,1,1,0,-1,-1
1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,1
-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,-1,-1
-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1
1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,0,1
-1,1,0,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,1,1,1,0,-1,1,1,-1,-1,1,-1,1
-1,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,-1,0,-1,-1
-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,0,-1,-1
1,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,-1,1
1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,1
-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,1,0,-1,1
1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,0,1
-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,0,-1,1
-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,-1,-1
-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,0,-1,1
1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
1,0,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,-1,0,1,1
1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,-1,1
-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,0,-1,-1
-1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,0,1,-1,-1,-1,1,1,1,0,-1,0,0,1
1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,-1,1
-1,0,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,-1,-1,0,-1,1
1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,-1,1
-1,0,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,0,1,1,1,-1,1,0,0,-1
1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
-1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,0,-1,0,-1,1
-1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,-1,0,-1,1
1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,-1,0,-1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,0,-1,-1
1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,-1,1
-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,-1,0,-1,-1
1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,1,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
-1,0,0,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,1,0,1,-1,1,0,1,0,1,1
-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,-1,0,-1,-1
-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,0,-1,1
1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,-1,1,-1,1,1,1,1,1,0,-1,1
-1,0,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,1,0,-1,1
-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,0,1,1,1,0,-1,0,-1,1
-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,0,0,-1,1,1,1,1,1,1,-1,1,0,-1,1
1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,1
1,0,1,-1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,0,1,1
-1,1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,0,-1,0,-1,1
-1,0,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,0,-1,1
1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,-1,1
1,0,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,0,-1,1
-1,0,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,1
-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,-1,1
1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,-1,1,-1,0,1,1
-1,0,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,0,1,1,1,-1,1,1,1,0,-1,0,-1,1
-1,1,0,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,0,1,1,1,-1,-1,1,1,1,-1,0,0,-1
-1,0,-1,1,-1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,0,-1,1
1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,1,1,-1,-1,0,-1,1,1,1,-1,1,-1,1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,0,1,1
1,0,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-1,1
1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1
-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,-1,1,0,-1,1
1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,1
-1,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1,-1,0,-1,1
-1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,1,1
-1,0,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,-1,0,-1,1
1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,0,-1,1
-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,1,0,-1,0,-1,1
-1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,-1,0,-1,1
-1,0,-1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,1,1,-1,0,1,1,1,-1,-1,0,-1,1
-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,-1,-1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
-1,0,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,0,-1,0,-1,1
1,0,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1
1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,0,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,0,1
1,0,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,-1,1,-1,1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,-1,0,-1,1
-1,0,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,-1,0,-1,1
-1,-1,0,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,1,1
-1,0,0,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,-1,1,1,-1,1,1,1,0,1,0,-1,1
-1,1,0,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,1,0,1,0,-1,1
1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,0,1,-1,-1,-1,-1,0,-1,1
1,0,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,-1,1
-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,0,1,1,1,1,-1,0,-1,-1
1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,1,0,-1,1
-1,1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1
-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,0,-1,1
-1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,-1,1
1,0,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,-1,1
1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,0,0,-1,1,1,-1,1,1,1,0,-1,0,0,1
-1,0,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,0,1
1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,1,0,1,1
1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,-1
1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,0,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,0,1,0,1,1
1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,-1,1
-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1
-1,-1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,0,-1,1
-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,1,1
1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
1,0,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,-1
-1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,1,0,-1,1
-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,-1,1,-1,1,0,-1,-1
1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,-1,1,1,1,1,1,0,1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,0,1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,-1
1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1
-1,0,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1
1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,0,-1,1
1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,0,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,-1,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,0,-1,1,1,1,1,1,1,1,1,0,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,-1,1
-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,-1,1,0,1,0,-1,1
1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,-1,1
1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,0,0,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,-1,0,1,1
-1,-1,0,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,0,-1,0,-1,1
1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,-1,0,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,-1,-1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,0,-1,-1
1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,0,-1,0,-1,-1
1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,0,1,1,1,-1,1,1,1,-1,-1,0,-1,1
1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,-1,1,1,-1,1,1,1,0,-1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,-1,1
-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,0,1,-1,1,-1,-1,0,-1,1
1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,0,0,-1,-1,-1,1,1,-1,-1,0,1,0,-1,-1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1
-1,0,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1
1,0,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,0,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,-1,0,-1,1
-1,0,0,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,-1,1,1,1,0,-1,1
1,1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,0,1,1
-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,-1,-1
1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,0,-1,1
1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,-1,1
1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,-1,0,-1,1
-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,1,0,1,-1
1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,-1,1
1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,1,1,1,1,1,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1
-1,-1,0,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,-1,1,-1,-1,1,1,-1,1,1,0,1,1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
-1,-1,0,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,-1,1
-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,-1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,0,1,-1
1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,1,1,0,1,-1,1,-1,1,1,-1,-1,1,1,0,-1,1
1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,-1,0,-1,1
1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
-1,-1,0,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,0,-1,-1
-1,-1,0,1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,0,-1,0,-1,1
-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,1,1,0,1,0,-1,1
1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,0,1,0,-1,1
1,0,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,-1,0,-1,1
1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,1
1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,0,-1,1
-1,1,0,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,-1,-1,-1,1,1,0,-1,0,-1,1
1,0,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,-1,-1
1,0,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,1,-1,0,0,1
-1,1,0,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,0,-1,0,-1,1
1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,1
-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1
1,0,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,0,-1,1,-1,-1,1,-1,-1,1,1,0,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,0,-1,1,1,1,1,1,1,1,0,1,0,-1,1
1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,0,0,1
1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,-1,1
-1,0,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,-1,0,-1,1
